City,State,Country,Primary Entity,Other Entities,Entity Type,"Contents/Notes (keywords, event, important names)",Content Type,Publication,Vol #,Issue #,Month,Year,ID,concat_key,Longitude,Latitude
Decatur,IL,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Decatur_IL_United States,#N/A,#N/A
Springfield,IL,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Springfield_IL_United States,-89.643958,39.7990175
Vernon,IL,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Vernon_IL_United States,#N/A,#N/A
Carbondale,IL,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Carbondale_IL_United States,-89.216655,37.7274692
Noblesville,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Noblesville_IN_United States,#N/A,#N/A
Carthage,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Carthage_IN_United States,#N/A,#N/A
Greenwood,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Greenwood_IN_United States,#N/A,#N/A
Indianapolis,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Indianapolis_IN_United States,-86.15835,39.7683331
Beech Grove,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Beech Grove_IN_United States,#N/A,#N/A
Indianapolis,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Indianapolis_IN_United States,-86.15835,39.7683331
Indianapolis,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Indianapolis_IN_United States,-86.15835,39.7683331
Indianapolis,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Indianapolis_IN_United States,-86.15835,39.7683331
Chesteron,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Chesteron_IN_United States,#N/A,#N/A
La Porte,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,La Porte_IN_United States,#N/A,#N/A
Saint John,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Saint John_IN_United States,#N/A,#N/A
Gary,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Gary_IN_United States,#N/A,#N/A
Knox,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Knox_IN_United States,#N/A,#N/A
North Liberty,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,North Liberty_IN_United States,#N/A,#N/A
Wakarusa,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Wakarusa_IN_United States,#N/A,#N/A
Warsaw,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Warsaw_IN_United States,#N/A,#N/A
Warsaw,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Warsaw_IN_United States,#N/A,#N/A
South Bend,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,South Bend_IN_United States,-86.250007,41.6833813
South Bend,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,South Bend_IN_United States,-86.250007,41.6833813
South Bend,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,South Bend_IN_United States,-86.250007,41.6833813
Decatur,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Decatur_IN_United States,#N/A,#N/A
Fort Wayne,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Fort Wayne_IN_United States,-85.138602,41.0799898
Fort Wayne,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Fort Wayne_IN_United States,-85.138602,41.0799898
Fort Wayne,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Fort Wayne_IN_United States,-85.138602,41.0799898
Fort Wayne,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Fort Wayne_IN_United States,-85.138602,41.0799898
Kokomo,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Kokomo_IN_United States,-86.133635,40.4864444
Star City,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Star City_IN_United States,#N/A,#N/A
Floyds Knobs,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Floyds Knobs_IN_United States,#N/A,#N/A
Louisville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Louisville_KY_United States,-85.759407,38.2542376
Ramsey,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Ramsey_IN_United States,#N/A,#N/A
Columbus,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Columbus_IN_United States,#N/A,#N/A
Columbus,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Columbus_IN_United States,#N/A,#N/A
Paris Crossing,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Paris Crossing_IN_United States,#N/A,#N/A
Seymour,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Seymour_IN_United States,#N/A,#N/A
Bloomington,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Bloomington_IN_United States,-86.534288,39.1670396
Bloomington,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Bloomington_IN_United States,-86.534288,39.1670396
Bloomington,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Bloomington_IN_United States,-86.534288,39.1670396
Bloomington,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Bloomington_IN_United States,-86.534288,39.1670396
Nashville,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Nashville_IN_United States,-86.246955,39.2072377
Spencer,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Spencer_IN_United States,#N/A,#N/A
Shoals,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Shoals_IN_United States,#N/A,#N/A
Evansville,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Evansville_IN_United States,-87.555848,37.9747645
Lafayette,IN,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Lafayette_IN_United States,-86.89437,40.4211664
Ames,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Ames_IA_United States,-93.617045,42.0267567
Des Moines,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Des Moines_IA_United States,-93.604666,41.5910323
Urbandale,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Urbandale_IA_United States,#N/A,#N/A
Sioux City,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Sioux City_IA_United States,#N/A,#N/A
Carroll,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Carroll_IA_United States,#N/A,#N/A
Council Bluffs,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Council Bluffs_IA_United States,#N/A,#N/A
Bellevue,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Bellevue_IA_United States,#N/A,#N/A
Decorah,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Decorah_IA_United States,#N/A,#N/A
Marlon,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Marlon_IA_United States,#N/A,#N/A
Mount Vernon,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Mount Vernon_IA_United States,#N/A,#N/A
Newhall,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Newhall_IA_United States,#N/A,#N/A
Cedar Rapids,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Cedar Rapids_IA_United States,-91.670405,41.9758872
Cedar Rapids,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Cedar Rapids_IA_United States,-91.670405,41.9758872
Ottumwa,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Ottumwa_IA_United States,#N/A,#N/A
Davenport,IA,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Davenport_IA_United States,-90.577097,41.5235808
Lawrence,KS,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Lawrence_KS_United States,-95.23595,38.9719384
Lawrence,KS,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Lawrence_KS_United States,-95.23595,38.9719384
Kansas City,KS,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Kansas City_KS_United States,-94.626497,39.1134562
Kansas City,KS,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Kansas City_KS_United States,-94.626497,39.1134562
Admire,KS,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Admire_KS_United States,-96.102048,38.6409655
Concordia,KS,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Concordia_KS_United States,39.567347,-97.657321
Newton,KS,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Newton_KS_United States,#N/A,#N/A
Bardstown,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Bardstown_KY_United States,#N/A,#N/A
Lousiville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Lousiville_KY_United States,#N/A,#N/A
Lousiville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Lousiville_KY_United States,#N/A,#N/A
Louisville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Louisville_KY_United States,-85.759407,38.2542376
Louisville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Louisville_KY_United States,-85.759407,38.2542376
Louisville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Louisville_KY_United States,-85.759407,38.2542376
Louisville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Louisville_KY_United States,-85.759407,38.2542376
Louisville,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Louisville_KY_United States,-85.759407,38.2542376
Gravelswitch,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Gravelswitch_KY_United States,#N/A,#N/A
Lexington,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Lexington_KY_United States,-84.497039,38.0464066
Frankfort,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Frankfort_KY_United States,#N/A,#N/A
Murray,KY,United States,,,Contact Dyke Directory,,Directory,Lesbian Connection,28,5,March-April,2006,https://drive.google.com/file/d/1T76J0R2rdIolhho3FsnccP6vbxbn9D-S/view?usp=share_link,Murray_KY_United States,-88.314761,36.6103334
